minT: 1  maxT: 10
191 0.938 0.885 0.726
192 0.939 0.86 0.68
193 0.894 0.829 0.672
194 0.905 0.845 0.697
195 0.898 0.83 0.673
196 0.869 0.799 0.622
197 0.881 0.801 0.633
198 0.872 0.771 0.613
199 0.833 0.752 0.568
1100 0.838 0.755 0.589
1101 0.813 0.717 0.553
1102 0.803 0.703 0.55
1103 0.791 0.693 0.557
1104 0.78 0.673 0.508
1105 0.751 0.643 0.488
1106 0.724 0.623 0.469
1107 0.741 0.632 0.468
1108 0.698 0.593 0.453
1109 0.682 0.58 0.433
1110 0.653 0.534 0.408
1111 0.69 0.555 0.43
1112 0.643 0.535 0.406
1113 0.652 0.551 0.418
1114 0.604 0.497 0.366
1115 0.573 0.475 0.347
1116 0.562 0.449 0.32
1117 0.588 0.475 0.352
1118 0.525 0.419 0.313
1119 0.499 0.393 0.301
1120 0.519 0.391 0.316
1121 0.525 0.408 0.317
1122 0.526 0.413 0.306
1123 0.487 0.391 0.285
1124 0.462 0.354 0.277
1125 0.45 0.339 0.268
1126 0.419 0.304 0.238
1127 0.426 0.316 0.248
1128 0.405 0.301 0.224
1129 0.403 0.306 0.233
1130 0.391 0.292 0.217
1131 0.374 0.288 0.225
1132 0.372 0.269 0.204
1133 0.348 0.25 0.201
1134 0.328 0.245 0.193
1135 0.316 0.23 0.179
1136 0.33 0.234 0.178
1137 0.301 0.228 0.193
1138 0.287 0.202 0.152
1139 0.271 0.197 0.157
1140 0.293 0.207 0.162
1141 0.265 0.194 0.151
1142 0.257 0.187 0.156
1143 0.251 0.181 0.154
1144 0.257 0.182 0.15
1145 0.23 0.157 0.126
1146 0.247 0.166 0.136
1147 0.255 0.161 0.129
1148 0.235 0.168 0.133
1149 0.22 0.145 0.115
1150 0.206 0.14 0.12
1151 0.197 0.135 0.113
1152 0.19 0.129 0.104
1153 0.198 0.134 0.11
1154 0.186 0.135 0.113
1155 0.193 0.133 0.106
1156 0.172 0.107 0.091
1157 0.176 0.12 0.101
1158 0.167 0.124 0.103
1159 0.147 0.094 0.079
1160 0.161 0.102 0.092
1161 0.158 0.108 0.088
1162 0.148 0.104 0.088
1163 0.136 0.097 0.075
1164 0.13 0.084 0.069
1165 0.136 0.101 0.09
1166 0.117 0.074 0.065
1167 0.107 0.07 0.061
1168 0.133 0.097 0.075
1169 0.121 0.084 0.075
1170 0.124 0.086 0.079
1171 0.106 0.074 0.065
1172 0.101 0.072 0.061
1173 0.091 0.054 0.049
1174 0.104 0.069 0.062
1175 0.104 0.068 0.061
1176 0.126 0.078 0.073
1177 0.086 0.06 0.051
1178 0.084 0.047 0.042
1179 0.094 0.067 0.061
1180 0.074 0.054 0.048
1181 0.103 0.066 0.06
1182 0.083 0.063 0.055
1183 0.085 0.058 0.055
1184 0.078 0.05 0.046
1185 0.089 0.06 0.055
1186 0.078 0.052 0.051
1187 0.072 0.047 0.045
1188 0.068 0.043 0.044
1189 0.079 0.053 0.051
1190 0.064 0.036 0.034
1191 0.071 0.044 0.039
1192 0.068 0.042 0.04
1193 0.073 0.046 0.044
1194 0.066 0.04 0.041
1195 0.056 0.042 0.041
1196 0.059 0.035 0.035
1197 0.057 0.034 0.031
1198 0.066 0.044 0.045
1199 0.062 0.034 0.034
1200 0.051 0.03 0.031
1201 0.047 0.029 0.029
1202 0.047 0.028 0.027
1203 0.043 0.026 0.026
1204 0.054 0.027 0.026
1205 0.045 0.026 0.027
1206 0.045 0.026 0.024
1207 0.047 0.037 0.035
1208 0.048 0.029 0.028
1209 0.051 0.036 0.034
1210 0.029 0.021 0.021
1211 0.031 0.019 0.019
1212 0.044 0.027 0.032
1213 0.039 0.024 0.026
1214 0.035 0.019 0.019
1215 0.045 0.031 0.033
1216 0.039 0.025 0.026
1217 0.043 0.022 0.024
1218 0.028 0.017 0.019
1219 0.053 0.034 0.039
1220 0.034 0.025 0.025
1221 0.027 0.013 0.016
1222 0.023 0.012 0.012
1223 0.025 0.017 0.017
1224 0.033 0.016 0.018
1225 0.03 0.018 0.018
1226 0.025 0.013 0.012
1227 0.033 0.021 0.022
1228 0.029 0.016 0.016
1229 0.027 0.016 0.015
1230 0.027 0.014 0.016
1231 0.032 0.021 0.021
1232 0.028 0.017 0.019
1233 0.02 0.01 0.011
1234 0.018 0.009 0.01
1235 0.029 0.018 0.02
1236 0.033 0.021 0.023
1237 0.028 0.017 0.019
1238 0.033 0.021 0.025
1239 0.023 0.014 0.016
1240 0.028 0.016 0.021
1241 0.024 0.011 0.011
1242 0.023 0.012 0.014
1243 0.027 0.017 0.019
1244 0.026 0.017 0.017
1245 0.017 0.009 0.011
1246 0.024 0.017 0.018
1247 0.023 0.016 0.017
1248 0.017 0.008 0.01
1249 0.02 0.011 0.012
1250 0.018 0.009 0.011
1251 0.014 0.007 0.007
1252 0.019 0.011 0.011
1253 0.019 0.01 0.012
1254 0.018 0.011 0.014
1255 0.021 0.011 0.012
1256 0.017 0.012 0.013
1257 0.016 0.01 0.01
1258 0.015 0.007 0.01
1259 0.014 0.007 0.008
1260 0.016 0.011 0.014
1261 0.011 0.008 0.008
1262 0.016 0.008 0.008
1263 0.021 0.011 0.013
1264 0.012 0.004 0.005
1265 0.017 0.011 0.014
1266 0.018 0.009 0.01
1267 0.018 0.01 0.012
1268 0.018 0.011 0.013
1269 0.015 0.013 0.013
1270 0.02 0.013 0.015
1271 0.018 0.008 0.013
1272 0.02 0.01 0.011
1273 0.018 0.01 0.013
1274 0.014 0.008 0.01
1275 0.006 0.005 0.006
1276 0.019 0.007 0.009
1277 0.013 0.009 0.01
1278 0.013 0.005 0.005
1279 0.014 0.009 0.01
1280 0.015 0.006 0.009
1281 0.015 0.006 0.008
1282 0.016 0.009 0.012
1283 0.013 0.006 0.009
1284 0.013 0.005 0.007
1285 0.019 0.01 0.015
1286 0.01 0.007 0.009
1287 0.009 0.006 0.007
1288 0.012 0.007 0.008
1289 0.023 0.007 0.01
1290 0.008 0.007 0.007
1291 0.009 0.005 0.006
1292 0.006 0.002 0.004
1293 0.015 0.008 0.011
1294 0.016 0.008 0.011
1295 0.012 0.007 0.007
1296 0.011 0.006 0.01
1297 0.007 0.003 0.005
1298 0.008 0.005 0.005
1299 0.01 0.007 0.008
1300 0.014 0.006 0.009
Resource Access 
Parallel 
RSF 




minT: 70  maxT: 80
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 0.999
164 1.0 1.0 0.999
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 0.999
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 0.999
171 1.0 1.0 1.0
172 1.0 1.0 0.997
173 1.0 1.0 0.998
174 1.0 1.0 0.997
175 1.0 1.0 0.997
176 1.0 1.0 0.994
177 1.0 1.0 0.99
178 1.0 0.999 0.991
179 1.0 1.0 0.99
180 1.0 1.0 0.991
181 1.0 1.0 0.986
182 0.999 0.998 0.977
183 1.0 0.997 0.972
184 1.0 0.997 0.972
185 1.0 0.996 0.963
186 0.998 0.996 0.962
187 1.0 0.996 0.949
188 0.994 0.99 0.942
189 0.998 0.995 0.958
190 0.999 0.986 0.929
191 0.991 0.983 0.943
192 0.994 0.982 0.927
193 0.99 0.976 0.897
194 0.992 0.98 0.906
195 0.985 0.97 0.898
196 0.982 0.958 0.866
197 0.982 0.96 0.879
198 0.983 0.955 0.866
199 0.968 0.946 0.843
1100 0.974 0.944 0.833
1101 0.975 0.943 0.835
1102 0.956 0.92 0.806
1103 0.958 0.909 0.786
1104 0.946 0.894 0.786
1105 0.957 0.912 0.797
1106 0.931 0.895 0.773
1107 0.926 0.867 0.762
1108 0.936 0.879 0.739
1109 0.904 0.837 0.716
1110 0.898 0.835 0.721
1111 0.886 0.822 0.68
1112 0.888 0.805 0.68
1113 0.875 0.785 0.655
1114 0.874 0.795 0.647
1115 0.858 0.784 0.659
1116 0.845 0.763 0.639
1117 0.831 0.739 0.604
1118 0.82 0.724 0.587
1119 0.814 0.7 0.577
1120 0.798 0.694 0.571
1121 0.8 0.687 0.57
1122 0.754 0.67 0.555
1123 0.741 0.632 0.502
1124 0.751 0.634 0.521
1125 0.711 0.588 0.47
1126 0.732 0.625 0.499
1127 0.683 0.585 0.467
1128 0.707 0.588 0.483
1129 0.69 0.59 0.451
1130 0.65 0.542 0.439
1131 0.653 0.514 0.421
1132 0.614 0.497 0.398
1133 0.624 0.497 0.395
1134 0.597 0.491 0.402
1135 0.578 0.474 0.389
1136 0.6 0.475 0.386
1137 0.554 0.45 0.374
1138 0.542 0.425 0.361
1139 0.571 0.448 0.372
1140 0.547 0.422 0.325
1141 0.503 0.4 0.318
1142 0.498 0.393 0.334
1143 0.507 0.39 0.322
1144 0.497 0.386 0.314
1145 0.471 0.356 0.277
1146 0.482 0.372 0.293
1147 0.429 0.346 0.292
1148 0.433 0.324 0.261
1149 0.419 0.32 0.269
1150 0.408 0.301 0.236
1151 0.416 0.296 0.254
1152 0.393 0.313 0.261
1153 0.358 0.266 0.218
1154 0.336 0.251 0.207
1155 0.35 0.251 0.21
1156 0.334 0.253 0.205
1157 0.349 0.258 0.212
1158 0.3 0.229 0.188
1159 0.296 0.232 0.188
1160 0.303 0.219 0.193
1161 0.293 0.212 0.179
1162 0.315 0.24 0.212
1163 0.285 0.2 0.169
1164 0.254 0.182 0.158
1165 0.244 0.164 0.142
1166 0.248 0.183 0.159
1167 0.227 0.167 0.148
1168 0.263 0.189 0.163
1169 0.224 0.161 0.129
1170 0.252 0.184 0.162
1171 0.211 0.152 0.129
1172 0.242 0.164 0.146
1173 0.241 0.182 0.159
1174 0.208 0.136 0.12
1175 0.233 0.163 0.144
1176 0.206 0.139 0.117
1177 0.196 0.127 0.105
1178 0.196 0.135 0.119
1179 0.185 0.119 0.104
1180 0.189 0.136 0.121
1181 0.184 0.126 0.106
1182 0.175 0.104 0.1
1183 0.168 0.115 0.105
1184 0.149 0.102 0.093
1185 0.168 0.106 0.094
1186 0.15 0.093 0.087
1187 0.151 0.094 0.091
1188 0.176 0.116 0.103
1189 0.15 0.103 0.097
1190 0.127 0.087 0.08
1191 0.132 0.086 0.082
1192 0.134 0.099 0.095
1193 0.129 0.088 0.08
1194 0.123 0.081 0.078
1195 0.132 0.087 0.082
1196 0.124 0.079 0.078
1197 0.125 0.089 0.09
1198 0.124 0.087 0.086
1199 0.129 0.089 0.082
1200 0.108 0.077 0.072
1201 0.099 0.066 0.059
1202 0.111 0.08 0.079
1203 0.093 0.061 0.059
1204 0.109 0.077 0.072
1205 0.101 0.074 0.07
1206 0.106 0.071 0.065
1207 0.109 0.067 0.061
1208 0.096 0.069 0.065
1209 0.089 0.068 0.066
1210 0.088 0.059 0.058
1211 0.069 0.041 0.042
1212 0.081 0.056 0.061
1213 0.078 0.057 0.059
1214 0.083 0.053 0.052
1215 0.056 0.034 0.034
1216 0.073 0.048 0.048
1217 0.077 0.057 0.053
1218 0.077 0.058 0.059
1219 0.07 0.043 0.042
1220 0.084 0.056 0.062
1221 0.069 0.045 0.047
1222 0.07 0.048 0.046
1223 0.066 0.042 0.042
1224 0.048 0.032 0.029
1225 0.065 0.042 0.04
1226 0.05 0.033 0.031
1227 0.061 0.035 0.038
1228 0.068 0.04 0.043
1229 0.068 0.041 0.044
1230 0.045 0.024 0.027
1231 0.059 0.041 0.042
1232 0.064 0.035 0.038
1233 0.048 0.025 0.026
1234 0.06 0.029 0.029
1235 0.05 0.035 0.038
1236 0.059 0.043 0.043
1237 0.061 0.04 0.039
1238 0.047 0.025 0.028
1239 0.05 0.03 0.03
1240 0.058 0.034 0.034
1241 0.042 0.026 0.026
1242 0.046 0.031 0.031
1243 0.046 0.028 0.029
1244 0.039 0.026 0.028
1245 0.035 0.023 0.023
1246 0.05 0.032 0.037
1247 0.053 0.032 0.033
1248 0.034 0.023 0.025
1249 0.056 0.035 0.037
1250 0.041 0.023 0.027
1251 0.038 0.021 0.025
1252 0.053 0.035 0.044
1253 0.042 0.024 0.027
1254 0.032 0.023 0.024
1255 0.036 0.024 0.026
1256 0.033 0.021 0.024
1257 0.029 0.022 0.022
1258 0.037 0.024 0.026
1259 0.04 0.025 0.03
1260 0.03 0.02 0.021
1261 0.03 0.018 0.019
1262 0.029 0.015 0.019
1263 0.024 0.015 0.016
1264 0.032 0.014 0.015
1265 0.034 0.021 0.023
1266 0.024 0.019 0.02
1267 0.034 0.02 0.023
1268 0.036 0.023 0.023
1269 0.023 0.018 0.018
1270 0.031 0.022 0.024
1271 0.029 0.017 0.017
1272 0.039 0.019 0.02
1273 0.029 0.016 0.018
1274 0.024 0.015 0.015
1275 0.035 0.023 0.025
1276 0.031 0.017 0.019
1277 0.022 0.012 0.015
1278 0.027 0.018 0.018
1279 0.016 0.007 0.01
1280 0.029 0.017 0.021
1281 0.018 0.013 0.014
1282 0.013 0.008 0.01
1283 0.025 0.019 0.02
1284 0.028 0.017 0.019
1285 0.027 0.016 0.017
1286 0.021 0.016 0.018
1287 0.021 0.019 0.018
1288 0.021 0.011 0.013
1289 0.017 0.013 0.014
1290 0.03 0.02 0.019
1291 0.018 0.01 0.011
1292 0.017 0.009 0.01
1293 0.017 0.008 0.01
1294 0.027 0.016 0.019
1295 0.017 0.009 0.011
1296 0.014 0.007 0.008
1297 0.021 0.011 0.016
1298 0.017 0.007 0.009
1299 0.017 0.011 0.012
1300 0.018 0.011 0.014
Resource Access 
Parallel 
RSF 




minT: 80  maxT: 90
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 0.999
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 0.997
183 1.0 1.0 0.998
184 1.0 1.0 0.996
185 1.0 1.0 0.995
186 1.0 1.0 0.999
187 0.999 0.999 0.994
188 1.0 1.0 0.999
189 1.0 0.999 0.996
190 1.0 1.0 0.992
191 1.0 1.0 0.995
192 1.0 0.999 0.993
193 0.999 0.998 0.985
194 1.0 0.999 0.985
195 1.0 0.999 0.987
196 1.0 0.999 0.978
197 0.998 0.995 0.971
198 0.999 0.997 0.978
199 0.998 0.993 0.975
1100 0.996 0.99 0.97
1101 0.999 0.992 0.962
1102 0.996 0.988 0.955
1103 0.996 0.992 0.957
1104 0.997 0.989 0.954
1105 0.995 0.988 0.951
1106 0.997 0.985 0.935
1107 0.993 0.98 0.922
1108 0.991 0.979 0.928
1109 0.987 0.974 0.924
1110 0.978 0.951 0.88
1111 0.985 0.955 0.886
1112 0.981 0.969 0.904
1113 0.973 0.943 0.872
1114 0.976 0.941 0.871
1115 0.972 0.949 0.862
1116 0.975 0.941 0.852
1117 0.961 0.936 0.859
1118 0.959 0.923 0.836
1119 0.948 0.904 0.816
1120 0.958 0.911 0.817
1121 0.941 0.892 0.793
1122 0.931 0.884 0.788
1123 0.936 0.885 0.788
1124 0.915 0.847 0.755
1125 0.922 0.854 0.75
1126 0.912 0.851 0.749
1127 0.898 0.848 0.734
1128 0.887 0.814 0.695
1129 0.875 0.796 0.705
1130 0.871 0.796 0.702
1131 0.87 0.798 0.709
1132 0.862 0.77 0.651
1133 0.836 0.757 0.638
1134 0.822 0.733 0.628
1135 0.816 0.74 0.624
1136 0.822 0.716 0.609
1137 0.828 0.699 0.606
1138 0.76 0.669 0.57
1139 0.795 0.692 0.604
1140 0.758 0.667 0.558
1141 0.745 0.623 0.529
1142 0.745 0.659 0.555
1143 0.735 0.634 0.532
1144 0.712 0.608 0.517
1145 0.709 0.609 0.52
1146 0.67 0.573 0.486
1147 0.664 0.551 0.46
1148 0.665 0.558 0.47
1149 0.657 0.544 0.45
1150 0.656 0.525 0.455
1151 0.629 0.521 0.437
1152 0.619 0.51 0.447
1153 0.608 0.496 0.421
1154 0.595 0.484 0.4
1155 0.584 0.462 0.393
1156 0.555 0.444 0.368
1157 0.53 0.432 0.364
1158 0.567 0.461 0.398
1159 0.525 0.406 0.334
1160 0.536 0.406 0.344
1161 0.535 0.405 0.349
1162 0.525 0.403 0.346
1163 0.482 0.384 0.326
1164 0.493 0.386 0.315
1165 0.496 0.372 0.299
1166 0.435 0.328 0.278
1167 0.466 0.351 0.313
1168 0.416 0.311 0.271
1169 0.412 0.313 0.267
1170 0.443 0.319 0.275
1171 0.404 0.31 0.275
1172 0.389 0.292 0.252
1173 0.366 0.289 0.25
1174 0.403 0.29 0.254
1175 0.361 0.26 0.232
1176 0.362 0.273 0.229
1177 0.344 0.252 0.229
1178 0.33 0.251 0.227
1179 0.355 0.269 0.237
1180 0.355 0.266 0.236
1181 0.32 0.228 0.208
1182 0.286 0.209 0.194
1183 0.311 0.224 0.202
1184 0.285 0.206 0.187
1185 0.308 0.212 0.199
1186 0.27 0.194 0.173
1187 0.285 0.219 0.206
1188 0.311 0.234 0.211
1189 0.257 0.172 0.15
1190 0.257 0.189 0.175
1191 0.274 0.187 0.174
1192 0.258 0.183 0.167
1193 0.252 0.184 0.168
1194 0.244 0.173 0.151
1195 0.252 0.174 0.159
1196 0.22 0.165 0.151
1197 0.221 0.159 0.143
1198 0.2 0.155 0.144
1199 0.214 0.145 0.137
1200 0.211 0.144 0.138
1201 0.185 0.118 0.108
1202 0.195 0.13 0.124
1203 0.197 0.144 0.142
1204 0.149 0.101 0.097
1205 0.17 0.112 0.103
1206 0.181 0.125 0.114
1207 0.191 0.132 0.128
1208 0.183 0.121 0.108
1209 0.175 0.116 0.11
1210 0.155 0.112 0.104
1211 0.148 0.104 0.098
1212 0.161 0.108 0.106
1213 0.166 0.11 0.104
1214 0.14 0.098 0.09
1215 0.135 0.094 0.089
1216 0.145 0.097 0.096
1217 0.152 0.099 0.096
1218 0.14 0.094 0.09
1219 0.152 0.102 0.099
1220 0.131 0.084 0.082
1221 0.137 0.101 0.097
1222 0.118 0.079 0.077
1223 0.121 0.082 0.081
1224 0.118 0.072 0.073
1225 0.132 0.08 0.083
1226 0.106 0.068 0.062
1227 0.101 0.058 0.063
1228 0.119 0.083 0.078
1229 0.1 0.072 0.071
1230 0.105 0.069 0.069
1231 0.099 0.059 0.061
1232 0.102 0.067 0.068
1233 0.111 0.078 0.077
1234 0.094 0.061 0.059
1235 0.106 0.07 0.068
1236 0.085 0.052 0.051
1237 0.08 0.052 0.05
1238 0.088 0.063 0.065
1239 0.091 0.061 0.062
1240 0.079 0.06 0.06
1241 0.088 0.048 0.052
1242 0.094 0.065 0.063
1243 0.091 0.057 0.06
1244 0.078 0.054 0.054
1245 0.098 0.061 0.061
1246 0.08 0.053 0.052
1247 0.059 0.039 0.041
1248 0.091 0.06 0.062
1249 0.077 0.043 0.041
1250 0.05 0.033 0.035
1251 0.059 0.04 0.041
1252 0.073 0.048 0.049
1253 0.071 0.052 0.051
1254 0.078 0.045 0.048
1255 0.059 0.046 0.048
1256 0.075 0.046 0.048
1257 0.073 0.051 0.052
1258 0.055 0.026 0.035
1259 0.071 0.043 0.046
1260 0.057 0.036 0.042
1261 0.051 0.031 0.035
1262 0.071 0.056 0.057
1263 0.057 0.037 0.037
1264 0.05 0.034 0.037
1265 0.048 0.025 0.026
1266 0.059 0.039 0.04
1267 0.07 0.038 0.043
1268 0.055 0.041 0.043
1269 0.04 0.026 0.027
1270 0.052 0.031 0.033
1271 0.068 0.044 0.044
1272 0.045 0.031 0.033
1273 0.035 0.024 0.025
1274 0.04 0.027 0.033
1275 0.031 0.019 0.02
1276 0.041 0.022 0.023
1277 0.05 0.033 0.033
1278 0.044 0.034 0.034
1279 0.042 0.025 0.03
1280 0.028 0.023 0.024
1281 0.046 0.028 0.031
1282 0.051 0.03 0.034
1283 0.042 0.027 0.029
1284 0.044 0.034 0.036
1285 0.037 0.027 0.028
1286 0.044 0.023 0.026
1287 0.026 0.019 0.019
1288 0.041 0.022 0.026
1289 0.031 0.023 0.023
1290 0.043 0.025 0.031
1291 0.031 0.021 0.022
1292 0.039 0.025 0.027
1293 0.046 0.035 0.038
1294 0.032 0.022 0.025
1295 0.033 0.023 0.026
1296 0.03 0.02 0.023
1297 0.032 0.021 0.022
1298 0.026 0.018 0.019
1299 0.036 0.02 0.021
1300 0.032 0.019 0.02
Resource Access 
Parallel 
RSF 




minT: 90  maxT: 100
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 0.999
191 1.0 1.0 1.0
192 1.0 1.0 0.997
193 1.0 1.0 0.999
194 1.0 1.0 0.998
195 1.0 1.0 1.0
196 1.0 1.0 0.999
197 1.0 1.0 0.999
198 1.0 1.0 0.997
199 1.0 0.997 0.995
1100 1.0 1.0 0.997
1101 1.0 1.0 0.998
1102 1.0 0.999 0.994
1103 1.0 0.999 0.994
1104 1.0 0.999 0.992
1105 1.0 0.999 0.988
1106 1.0 1.0 0.996
1107 1.0 0.996 0.982
1108 0.999 0.999 0.991
1109 0.999 0.997 0.977
1110 0.999 0.998 0.983
1111 1.0 0.996 0.974
1112 0.997 0.995 0.979
1113 0.997 0.991 0.97
1114 0.999 0.993 0.973
1115 0.997 0.992 0.968
1116 0.999 0.992 0.956
1117 0.999 0.991 0.957
1118 0.992 0.983 0.957
1119 0.992 0.984 0.949
1120 0.996 0.98 0.928
1121 0.995 0.98 0.935
1122 0.984 0.965 0.926
1123 0.986 0.965 0.924
1124 0.986 0.963 0.923
1125 0.986 0.961 0.918
1126 0.985 0.967 0.912
1127 0.979 0.956 0.902
1128 0.97 0.929 0.885
1129 0.977 0.948 0.902
1130 0.962 0.938 0.863
1131 0.968 0.934 0.881
1132 0.962 0.924 0.863
1133 0.955 0.925 0.856
